genero,idade,peso,percentual_de_gordura,imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Masculino,23,44.0,21.8,16.55,Cetogênica,HIIT,1,Iniciante
Masculino,33,88.3,33.2,32.83,Paleolítica,Yoga,3,Avançado
Masculino,42,107.9,35.0,36.05,Baixo Carboidrato,Yoga,1,Iniciante
Masculino,39,55.2,25.8,21.57,Baixo Carboidrato,Força,2,Iniciante
Masculino,20,101.2,29.0,26.62,Paleolítica,Força,2,Iniciante
Feminino,20,74.9,19.3,20.12,Balanceada,Yoga,3,Intermediário
Masculino,30,42.8,16.7,13.83,Cetogênica,Cardio,3,Iniciante
Feminino,18,57.3,22.7,18.71,Paleolítica,Yoga,3,Intermediário
Feminino,51,65.9,27.9,28.53,Vegana,Yoga,4,Intermediário
Feminino,55,128.9,35.0,40.67,Balanceada,Força,1,Iniciante
Masculino,55,126.0,35.0,38.9,Paleolítica,Força,4,Intermediário
Masculino,53,49.9,24.4,19.25,Cetogênica,HIIT,2,Iniciante
Masculino,50,100.9,31.8,36.16,Vegana,Yoga,2,Iniciante
Feminino,53,45.1,17.7,14.09,Balanceada,Yoga,2,Intermediário
Masculino,33,67.9,25.6,24.04,Vegetariana,Cardio,1,Iniciante
Masculino,56,118.1,33.5,32.72,Vegana,HIIT,2,Iniciante
Masculino,44,65.1,25.9,20.1,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,41,67.0,23.8,21.39,Paleolítica,HIIT,2,Intermediário
Masculino,23,68.1,27.8,26.27,Paleolítica,Cardio,2,Iniciante
Feminino,52,105.4,35.0,40.18,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,53,64.4,25.9,27.53,Balanceada,Força,4,Avançado
Feminino,39,68.6,24.9,25.5,Vegana,Força,2,Iniciante
Masculino,42,65.1,23.5,23.62,Paleolítica,Força,4,Intermediário
Masculino,57,74.8,25.5,26.83,Vegana,Força,4,Intermediário
Masculino,28,76.3,27.0,23.54,Vegetariana,Yoga,4,Iniciante
Masculino,58,123.4,33.3,34.9,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,40,88.5,29.0,25.31,Vegetariana,HIIT,4,Intermediário
Masculino,32,65.4,18.9,22.35,Cetogênica,Força,4,Intermediário
Feminino,46,56.0,20.4,17.88,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,18,114.6,30.2,29.52,Balanceada,Força,2,Iniciante
Feminino,44,48.0,19.1,17.84,Vegetariana,HIIT,4,Iniciante
Feminino,19,76.2,25.5,25.47,Vegana,Yoga,3,Intermediário
Masculino,51,77.4,34.8,31.02,Vegana,Força,2,Iniciante
Masculino,25,63.6,26.2,22.28,Paleolítica,HIIT,2,Iniciante
Masculino,56,67.4,29.3,26.98,Vegetariana,HIIT,1,Iniciante
Masculino,44,72.0,29.3,25.51,Baixo Carboidrato,Força,3,Iniciante
Feminino,55,62.6,22.1,21.67,Balanceada,Cardio,3,Iniciante
Feminino,18,86.4,27.9,25.53,Balanceada,Cardio,4,Intermediário
Feminino,22,47.5,20.0,18.54,Paleolítica,Força,3,Iniciante
Feminino,40,64.4,26.5,26.12,Vegetariana,Força,4,Iniciante
Masculino,43,41.4,22.6,15.21,Paleolítica,HIIT,3,Intermediário
Masculino,32,75.0,27.0,24.22,Vegetariana,Força,4,Intermediário
Feminino,22,115.1,35.0,44.96,Vegetariana,Yoga,4,Intermediário
Masculino,33,59.1,23.9,22.53,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,42,55.6,23.4,18.57,Balanceada,Cardio,5,Avançado
Masculino,18,126.5,35.0,45.35,Vegetariana,Força,2,Intermediário
Masculino,21,64.1,28.9,27.02,Balanceada,Yoga,4,Iniciante
Masculino,59,121.5,35.0,34.01,Vegetariana,Força,3,Iniciante
Feminino,42,46.4,18.1,17.45,Baixo Carboidrato,Força,2,Iniciante
Masculino,21,110.2,31.3,29.88,Vegana,Força,2,Intermediário
Feminino,51,47.8,17.2,15.25,Cetogênica,HIIT,2,Iniciante
Feminino,20,124.4,35.0,37.55,Vegana,Força,3,Intermediário
Feminino,18,71.7,19.4,19.06,Cetogênica,Yoga,3,Iniciante
Masculino,28,55.9,24.7,24.83,Paleolítica,Força,5,Intermediário
Masculino,18,69.2,27.8,27.04,Balanceada,HIIT,3,Iniciante
Feminino,46,62.5,26.0,24.13,Cetogênica,Força,4,Intermediário
Feminino,57,112.2,35.0,43.3,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,18,61.6,19.1,18.0,Cetogênica,HIIT,2,Iniciante
Masculino,52,78.5,30.8,28.82,Balanceada,HIIT,2,Iniciante
Masculino,45,108.6,35.0,40.4,Vegana,Cardio,2,Iniciante
Feminino,45,94.6,30.7,28.56,Paleolítica,Yoga,2,Iniciante
Masculino,18,67.2,26.9,27.27,Baixo Carboidrato,HIIT,2,Intermediário
Feminino,57,84.0,29.6,30.85,Baixo Carboidrato,Yoga,3,Avançado
Masculino,20,64.8,24.4,20.44,Balanceada,Cardio,3,Avançado
Feminino,50,64.3,21.0,20.08,Cetogênica,Yoga,4,Intermediário
Masculino,28,129.0,35.0,37.69,Paleolítica,HIIT,3,Intermediário
Masculino,22,115.0,35.0,44.9,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,31,49.2,22.0,18.75,Vegana,Cardio,3,Intermediário
Masculino,51,62.4,25.6,21.61,Paleolítica,Força,4,Avançado
Masculino,21,71.1,21.8,19.08,Vegetariana,Yoga,4,Intermediário
Masculino,46,39.9,15.9,12.87,Cetogênica,HIIT,3,Iniciante
Masculino,37,57.9,29.8,23.78,Baixo Carboidrato,Cardio,5,Intermediário
Masculino,21,51.4,21.9,17.58,Cetogênica,Cardio,3,Intermediário
Feminino,21,102.4,28.8,29.93,Cetogênica,Cardio,3,Intermediário
Masculino,53,56.9,22.7,22.5,Vegana,Cardio,2,Intermediário
Feminino,47,88.2,25.6,26.06,Vegana,Cardio,3,Intermediário
Masculino,35,121.8,33.4,32.7,Balanceada,HIIT,2,Iniciante
Feminino,24,59.0,25.4,26.24,Balanceada,Força,2,Intermediário
Feminino,40,68.7,19.8,17.34,Baixo Carboidrato,Força,3,Intermediário
Masculino,53,56.4,20.4,18.41,Vegana,Yoga,4,Avançado
Masculino,42,97.8,30.3,26.81,Cetogênica,HIIT,3,Intermediário
Feminino,22,102.8,28.9,30.36,Cetogênica,Cardio,2,Intermediário
Feminino,40,93.4,32.9,35.58,Balanceada,Cardio,4,Intermediário
Feminino,20,64.2,20.9,20.28,Cetogênica,Força,3,Avançado
Masculino,21,73.2,23.4,19.66,Vegana,Yoga,2,Intermediário
Feminino,36,122.7,35.0,42.96,Vegana,Yoga,3,Intermediário
Masculino,26,106.4,30.3,30.74,Cetogênica,Força,1,Iniciante
Masculino,30,57.7,25.6,23.69,Cetogênica,Força,4,Avançado
Masculino,25,44.6,20.0,17.43,Cetogênica,Força,3,Iniciante
Feminino,19,86.0,24.4,23.32,Baixo Carboidrato,HIIT,4,Avançado
Masculino,55,87.0,28.7,27.78,Paleolítica,HIIT,3,Intermediário
Feminino,29,58.5,23.1,22.56,Cetogênica,HIIT,3,Intermediário
Masculino,59,61.2,21.4,20.46,Cetogênica,HIIT,3,Intermediário
Masculino,58,54.0,16.8,17.63,Baixo Carboidrato,HIIT,4,Intermediário
Feminino,34,53.7,25.6,23.25,Balanceada,Yoga,2,Iniciante
Feminino,58,125.7,35.0,44.02,Balanceada,HIIT,2,Iniciante
Feminino,49,78.8,29.6,26.63,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,47,94.2,33.2,32.58,Vegetariana,Yoga,2,Intermediário
Masculino,29,81.0,21.6,20.65,Cetogênica,Cardio,4,Avançado
Feminino,40,61.8,24.4,22.96,Vegetariana,HIIT,4,Avançado
Feminino,41,82.3,28.9,25.69,Cetogênica,Cardio,3,Intermediário
Feminino,42,57.1,24.2,20.47,Paleolítica,HIIT,5,Avançado
Feminino,40,62.8,25.4,24.25,Paleolítica,Yoga,2,Intermediário
Masculino,44,77.9,27.5,24.31,Paleolítica,HIIT,2,Iniciante
Masculino,38,61.3,25.5,25.84,Balanceada,Cardio,3,Intermediário
Feminino,23,59.7,20.7,19.28,Paleolítica,Força,2,Iniciante
Masculino,52,105.2,35.0,40.09,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,19,82.4,26.4,21.44,Vegana,Yoga,5,Avançado
Masculino,24,64.0,22.5,22.66,Balanceada,Força,2,Iniciante
Masculino,50,95.5,35.0,36.85,Vegetariana,Yoga,4,Iniciante
Masculino,29,52.1,20.0,17.2,Paleolítica,Yoga,2,Intermediário
Feminino,58,62.6,22.1,19.74,Vegana,Força,4,Avançado
Feminino,45,41.2,16.7,16.51,Paleolítica,Cardio,1,Iniciante
Masculino,54,125.9,34.6,33.46,Vegana,Cardio,2,Iniciante
Feminino,57,46.1,20.6,14.89,Vegana,Força,3,Iniciante
Masculino,52,73.6,29.2,30.62,Cetogênica,Cardio,3,Iniciante
Feminino,40,63.3,24.6,24.12,Cetogênica,Yoga,2,Iniciante
Masculino,28,58.7,16.3,14.68,Paleolítica,HIIT,4,Intermediário
Masculino,24,39.6,19.2,14.74,Vegana,Força,2,Iniciante
Masculino,53,48.2,24.2,18.81,Vegana,Força,3,Intermediário
Masculino,32,67.9,19.8,18.42,Baixo Carboidrato,Força,2,Iniciante
Masculino,22,71.9,26.7,27.4,Cetogênica,Força,3,Iniciante
Feminino,37,84.1,30.8,27.78,Paleolítica,Yoga,5,Avançado
Feminino,26,107.3,31.9,33.13,Vegana,Yoga,4,Iniciante
Feminino,56,96.5,28.1,27.89,Paleolítica,Cardio,3,Iniciante
Feminino,23,41.1,17.2,13.42,Vegana,Cardio,2,Iniciante
Feminino,44,60.5,22.7,22.22,Balanceada,Cardio,3,Iniciante
Feminino,52,63.8,25.6,24.3,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,44,66.0,27.7,23.38,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,23,54.4,22.1,17.97,Vegana,HIIT,3,Iniciante
Masculino,21,55.2,24.8,17.41,Balanceada,Força,2,Iniciante
Feminino,54,64.7,25.8,27.27,Paleolítica,Cardio,3,Intermediário
Masculino,38,59.6,25.4,20.15,Paleolítica,Cardio,3,Intermediário
Feminino,45,59.3,29.1,25.99,Vegana,HIIT,3,Intermediário
Masculino,32,107.8,34.7,33.27,Vegana,Yoga,3,Iniciante
Feminino,39,63.9,25.7,24.96,Baixo Carboidrato,HIIT,2,Intermediário
Masculino,41,120.7,35.0,43.26,Paleolítica,Força,2,Iniciante
Feminino,51,85.6,24.5,26.43,Vegetariana,Cardio,5,Avançado
Feminino,47,71.3,26.6,26.52,Paleolítica,HIIT,4,Intermediário
Feminino,45,51.2,20.0,18.8,Vegetariana,Força,1,Iniciante
Masculino,43,60.5,25.0,22.23,Balanceada,HIIT,3,Intermediário
Feminino,18,50.6,22.2,21.59,Vegana,HIIT,3,Intermediário
Feminino,37,103.2,28.7,28.88,Vegana,Cardio,2,Iniciante
Masculino,41,71.9,22.2,21.48,Vegetariana,HIIT,3,Iniciante
Feminino,30,92.0,25.8,23.22,Paleolítica,Yoga,3,Intermediário
Feminino,30,49.1,22.5,21.52,Cetogênica,Cardio,2,Iniciante
Masculino,20,82.3,22.7,20.79,Cetogênica,HIIT,4,Avançado
Masculino,19,89.1,28.8,28.45,Balanceada,HIIT,4,Intermediário
Feminino,43,68.6,34.7,29.67,Baixo Carboidrato,HIIT,4,Intermediário
Masculino,47,98.7,30.7,27.35,Balanceada,Força,3,Iniciante
Masculino,18,63.3,26.2,23.82,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,56,75.7,28.4,27.16,Balanceada,HIIT,2,Intermediário
Feminino,38,82.1,27.8,28.08,Vegana,Cardio,4,Avançado
Masculino,50,74.0,34.9,30.8,Cetogênica,Cardio,2,Iniciante
Feminino,38,61.0,21.5,19.47,Balanceada,Cardio,3,Iniciante
Feminino,43,68.8,33.3,29.8,Balanceada,Yoga,4,Intermediário
Masculino,32,45.3,25.0,20.15,Vegana,Força,3,Iniciante
Feminino,45,73.6,24.4,24.3,Balanceada,Yoga,4,Intermediário
Masculino,27,128.5,35.0,37.15,Vegana,Yoga,4,Intermediário
Feminino,23,78.8,29.9,26.33,Balanceada,HIIT,4,Iniciante
Masculino,50,69.9,19.0,18.2,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,40,83.1,25.9,30.16,Vegana,Cardio,4,Intermediário
Masculino,20,51.0,20.0,17.44,Baixo Carboidrato,Cardio,2,Intermediário
Feminino,19,128.7,33.8,34.56,Vegana,Força,4,Iniciante
Feminino,52,84.2,26.9,27.2,Paleolítica,HIIT,5,Intermediário
Feminino,20,74.1,21.8,19.9,Cetogênica,Força,2,Intermediário
Feminino,31,68.5,22.3,18.57,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,42,55.0,21.7,18.38,Baixo Carboidrato,HIIT,5,Avançado
Masculino,30,61.0,26.3,25.4,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,29,88.5,25.0,24.78,Baixo Carboidrato,Cardio,5,Intermediário
Feminino,19,81.8,21.9,21.29,Baixo Carboidrato,Cardio,4,Avançado
Feminino,27,63.3,28.8,27.39,Cetogênica,Yoga,3,Iniciante
Masculino,50,52.4,17.7,15.46,Cetogênica,Força,4,Intermediário
Masculino,22,121.2,33.6,35.41,Balanceada,Força,2,Iniciante
Masculino,21,125.2,35.0,45.44,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,49,84.4,28.5,29.9,Cetogênica,HIIT,3,Avançado
Masculino,36,75.5,23.6,24.1,Paleolítica,Yoga,3,Iniciante
Feminino,19,95.0,27.8,27.77,Baixo Carboidrato,Yoga,3,Intermediário
Masculino,51,79.3,29.2,31.35,Vegetariana,Cardio,2,Iniciante
Masculino,40,63.7,25.4,24.27,Cetogênica,Força,2,Iniciante
Feminino,50,56.8,24.5,22.48,Balanceada,Cardio,2,Iniciante
Masculino,58,109.8,30.4,30.08,Balanceada,Yoga,3,Intermediário
Feminino,26,85.7,32.1,30.35,Paleolítica,Yoga,5,Intermediário
Feminino,32,45.9,24.3,20.4,Cetogênica,HIIT,2,Iniciante
Feminino,48,83.5,30.8,23.87,Cetogênica,Cardio,3,Iniciante
Masculino,43,48.6,26.8,18.75,Vegana,Força,2,Iniciante
Masculino,32,65.3,22.4,22.32,Baixo Carboidrato,HIIT,4,Iniciante
Masculino,42,102.7,35.0,34.71,Cetogênica,Força,1,Iniciante
Feminino,24,53.4,19.6,18.48,Cetogênica,Força,3,Iniciante
Feminino,42,63.7,24.4,20.34,Balanceada,Cardio,2,Intermediário
Feminino,57,96.1,25.8,27.78,Vegetariana,Força,2,Intermediário
Feminino,58,65.8,27.7,24.78,Cetogênica,HIIT,3,Iniciante
Masculino,59,88.6,30.5,29.94,Balanceada,Força,3,Iniciante
Feminino,27,58.2,24.9,18.15,Balanceada,Yoga,2,Iniciante
Feminino,55,75.6,28.7,25.84,Vegetariana,Força,4,Iniciante
Masculino,27,71.2,23.3,18.34,Balanceada,Força,2,Iniciante
Feminino,20,95.9,31.8,32.42,Cetogênica,HIIT,3,Iniciante
Masculino,39,63.3,26.4,27.04,Vegana,Força,5,Avançado
Feminino,53,56.1,21.9,23.36,Cetogênica,HIIT,4,Intermediário
Masculino,54,78.7,28.9,30.73,Cetogênica,HIIT,4,Iniciante
Feminino,43,82.4,23.6,24.07,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,57,45.6,18.7,14.7,Vegetariana,Yoga,3,Intermediário
Feminino,44,57.8,26.4,20.0,Vegetariana,Força,2,Iniciante
Feminino,57,83.7,30.1,30.75,Baixo Carboidrato,Yoga,4,Intermediário
Masculino,18,49.0,22.2,17.17,Paleolítica,Força,2,Iniciante
Masculino,40,87.6,28.2,25.04,Vegana,Cardio,4,Intermediário
Masculino,58,65.9,28.7,28.51,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,23,56.8,27.1,23.64,Vegana,Cardio,3,Intermediário
Feminino,26,63.9,30.1,27.64,Balanceada,Yoga,3,Iniciante
Masculino,22,83.2,27.4,25.69,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,21,76.4,31.1,28.06,Vegetariana,HIIT,3,Intermediário
Feminino,32,97.7,21.8,25.44,Vegetariana,HIIT,3,Iniciante
Feminino,37,53.4,18.1,18.27,Vegetariana,HIIT,4,Intermediário
Masculino,24,50.9,21.5,18.26,Vegetariana,Força,3,Iniciante
Feminino,29,88.4,27.9,24.76,Vegetariana,Força,4,Intermediário
Masculino,36,58.9,22.1,18.58,Vegetariana,Cardio,2,Iniciante
Masculino,35,90.1,35.0,33.1,Vegetariana,Força,4,Intermediário
Masculino,20,82.2,22.0,20.54,Vegana,Yoga,5,Avançado
Feminino,41,58.2,24.1,20.85,Vegetariana,HIIT,2,Iniciante
Masculino,25,65.0,28.2,28.88,Baixo Carboidrato,Força,4,Avançado
Feminino,58,49.2,22.4,17.64,Vegetariana,Força,4,Intermediário
Masculino,47,73.4,30.9,29.05,Balanceada,HIIT,3,Intermediário
Feminino,25,104.6,28.6,29.6,Vegetariana,Cardio,3,Intermediário
Feminino,40,72.2,18.7,18.8,Baixo Carboidrato,Força,2,Iniciante
Feminino,20,101.3,27.3,29.92,Vegetariana,Yoga,2,Iniciante
Masculino,34,124.5,35.0,46.85,Vegetariana,Cardio,2,Iniciante
Feminino,29,68.4,21.7,22.33,Vegana,Força,2,Iniciante
Masculino,36,109.7,35.0,41.8,Cetogênica,HIIT,3,Iniciante
Masculino,30,90.0,33.9,32.66,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,29,113.4,30.9,31.09,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,32,58.6,22.1,21.27,Cetogênica,Yoga,1,Iniciante
Feminino,20,75.6,24.1,23.88,Vegetariana,Yoga,4,Intermediário
Masculino,40,106.1,35.0,38.98,Vegetariana,Yoga,3,Intermediário
Feminino,42,82.8,24.4,24.18,Baixo Carboidrato,Força,4,Iniciante
Masculino,57,60.8,25.1,26.33,Vegetariana,Cardio,3,Iniciante
Masculino,41,66.5,21.6,21.96,Vegana,HIIT,2,Iniciante
Masculino,56,64.4,22.6,22.53,Vegana,Força,5,Intermediário
Feminino,44,118.9,29.4,31.27,Vegana,Força,3,Intermediário
Masculino,40,60.9,20.9,17.23,Vegana,HIIT,3,Intermediário
Masculino,30,76.4,27.0,29.12,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,27,79.5,29.6,31.43,Paleolítica,Yoga,2,Intermediário
Feminino,46,89.4,33.6,26.41,Baixo Carboidrato,Força,3,Intermediário
Feminino,41,73.1,27.4,27.86,Vegetariana,Yoga,3,Intermediário
Feminino,22,82.8,28.1,25.57,Cetogênica,Yoga,2,Iniciante
Masculino,42,65.9,20.7,21.04,Paleolítica,HIIT,4,Iniciante
Feminino,41,63.5,20.5,20.26,Vegetariana,Força,2,Iniciante
Masculino,41,86.6,30.7,27.65,Baixo Carboidrato,Força,4,Avançado
Masculino,28,128.1,35.0,37.03,Vegana,Força,3,Intermediário
Masculino,48,45.1,18.7,14.9,Vegetariana,Cardio,3,Iniciante
Masculino,48,67.5,25.8,26.04,Vegetariana,Yoga,1,Iniciante
Feminino,56,96.6,29.1,31.91,Paleolítica,Cardio,3,Intermediário
Masculino,52,55.5,25.4,23.08,Vegana,Força,4,Intermediário
Feminino,48,69.3,22.0,22.88,Baixo Carboidrato,Força,2,Iniciante
Masculino,41,101.1,28.9,30.19,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,52,56.6,18.4,17.67,Cetogênica,Cardio,5,Avançado
Feminino,24,66.6,26.3,25.71,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,51,46.9,22.2,19.77,Vegetariana,Cardio,3,Intermediário
Masculino,44,81.9,31.0,31.6,Balanceada,HIIT,3,Intermediário
Feminino,33,112.1,33.2,32.77,Vegana,Força,4,Iniciante
Masculino,44,117.5,31.3,30.9,Balanceada,HIIT,3,Intermediário
Masculino,18,67.2,27.4,27.24,Vegana,Cardio,3,Intermediário
Feminino,30,60.0,28.8,24.98,Cetogênica,Força,2,Iniciante
Masculino,18,83.2,27.8,21.66,Paleolítica,HIIT,4,Intermediário
Masculino,46,127.8,35.0,46.93,Paleolítica,HIIT,1,Iniciante
Feminino,37,49.5,24.6,21.71,Vegetariana,Força,3,Iniciante
Feminino,28,84.3,28.3,26.3,Cetogênica,HIIT,4,Intermediário
Masculino,30,101.0,31.8,36.21,Vegetariana,HIIT,4,Intermediário
Masculino,44,48.4,16.8,17.76,Vegana,Força,3,Intermediário
Masculino,55,58.4,25.2,20.71,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,51,58.7,24.3,21.58,Paleolítica,Força,3,Intermediário
Masculino,49,45.0,19.8,14.86,Vegetariana,Cardio,3,Intermediário
Feminino,41,47.5,17.8,15.0,Paleolítica,Força,3,Iniciante
Masculino,59,59.8,21.0,19.32,Paleolítica,HIIT,4,Avançado
Masculino,45,84.8,27.9,24.51,Vegana,Cardio,4,Avançado
Masculino,35,55.1,22.3,22.63,Paleolítica,Cardio,4,Avançado
Masculino,58,97.1,32.9,33.21,Balanceada,Cardio,2,Iniciante
Feminino,42,63.6,22.4,16.22,Balanceada,Yoga,4,Iniciante
Masculino,40,78.9,28.2,25.47,Vegana,Cardio,4,Intermediário
Masculino,56,91.4,34.6,35.26,Baixo Carboidrato,Cardio,2,Intermediário
Masculino,52,105.0,30.2,26.78,Baixo Carboidrato,Cardio,1,Iniciante
Feminino,35,44.2,22.3,16.86,Paleolítica,Cardio,2,Iniciante
Feminino,32,71.2,32.3,27.15,Vegana,Yoga,1,Iniciante
Masculino,29,59.8,21.8,22.79,Paleolítica,Yoga,2,Iniciante
Feminino,22,42.5,21.1,17.46,Vegetariana,Força,2,Intermediário
Feminino,47,57.1,26.8,25.05,Baixo Carboidrato,Yoga,4,Iniciante
Masculino,41,57.3,20.0,20.55,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,34,67.8,25.5,24.01,Vegana,HIIT,1,Iniciante
Masculino,35,59.5,23.0,18.77,Vegana,Força,1,Iniciante
Masculino,41,93.9,25.2,23.46,Vegana,Cardio,2,Iniciante
Feminino,46,65.4,22.7,21.84,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,26,87.0,28.0,24.88,Paleolítica,Yoga,4,Intermediário
Feminino,42,73.2,30.6,28.95,Paleolítica,Cardio,2,Iniciante
Masculino,28,80.1,30.0,31.68,Vegetariana,Yoga,3,Intermediário
Masculino,44,95.4,29.2,28.18,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,39,62.3,23.1,26.63,Paleolítica,Força,5,Avançado
Feminino,29,55.4,22.5,21.35,Cetogênica,Força,2,Iniciante
Masculino,29,48.9,25.4,19.85,Vegana,Yoga,3,Intermediário
Feminino,52,45.2,14.6,14.11,Paleolítica,Yoga,3,Intermediário
Masculino,31,42.2,17.3,13.63,Vegetariana,Cardio,3,Iniciante
Masculino,41,62.0,21.3,15.81,Paleolítica,HIIT,4,Intermediário
Feminino,46,63.5,22.3,24.49,Vegetariana,Cardio,3,Iniciante
Masculino,41,46.3,18.4,14.79,Cetogênica,Cardio,2,Iniciante
Masculino,51,70.3,31.0,29.24,Balanceada,HIIT,2,Iniciante
Feminino,42,80.4,28.4,25.38,Vegana,Yoga,4,Intermediário
Masculino,54,70.7,26.7,26.93,Vegetariana,Força,3,Iniciante
Masculino,24,58.9,23.7,26.16,Vegana,Yoga,2,Intermediário
Masculino,21,71.5,25.0,22.83,Vegetariana,Yoga,3,Iniciante
Masculino,34,64.4,26.0,24.52,Vegana,Cardio,5,Intermediário
Feminino,45,41.0,18.2,16.42,Vegetariana,Yoga,2,Iniciante
Masculino,57,109.5,35.0,30.02,Vegetariana,Yoga,3,Iniciante
Masculino,39,61.7,22.7,22.94,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,30,101.3,35.0,35.9,Vegetariana,Yoga,3,Intermediário
Feminino,25,81.2,21.0,21.14,Baixo Carboidrato,Cardio,3,Avançado
Masculino,23,64.0,23.3,22.14,Baixo Carboidrato,HIIT,1,Iniciante
Feminino,41,47.0,17.3,14.82,Vegetariana,Força,2,Iniciante
Masculino,35,57.6,21.4,18.39,Cetogênica,Yoga,3,Intermediário
Masculino,50,74.8,29.0,31.11,Vegana,Yoga,2,Iniciante
Feminino,56,48.6,16.5,13.9,Cetogênica,Yoga,2,Iniciante
Feminino,20,64.8,21.7,20.46,Cetogênica,Cardio,3,Avançado
Masculino,36,87.6,27.6,29.95,Vegana,Força,5,Avançado
Masculino,47,68.0,24.7,23.81,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,23,44.2,20.7,16.86,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,19,82.6,24.6,21.74,Baixo Carboidrato,Yoga,5,Intermediário
Masculino,52,67.6,31.2,25.45,Vegana,Cardio,2,Iniciante
Masculino,54,76.7,27.5,25.64,Vegana,Força,2,Iniciante
Feminino,27,66.8,24.7,23.96,Vegetariana,Força,2,Iniciante
Masculino,26,47.2,21.1,15.07,Vegetariana,Cardio,2,Iniciante
Masculino,18,58.8,24.0,18.78,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,41,54.1,24.3,22.52,Vegana,HIIT,4,Iniciante
Masculino,29,81.3,24.0,20.53,Balanceada,Cardio,2,Iniciante
Feminino,53,70.5,27.6,28.59,Vegetariana,Yoga,3,Iniciante
Masculino,34,54.9,26.4,22.57,Paleolítica,HIIT,5,Intermediário
Masculino,28,87.7,24.0,24.54,Balanceada,HIIT,4,Intermediário
Feminino,19,124.2,35.0,37.5,Vegetariana,Cardio,3,Intermediário
Feminino,26,72.1,19.1,18.59,Vegana,Força,3,Iniciante
Feminino,23,55.0,21.3,18.16,Vegana,HIIT,3,Iniciante
Feminino,49,70.4,22.4,19.72,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,22,109.0,32.2,29.58,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,24,47.6,22.0,16.28,Vegana,Força,2,Iniciante
Feminino,40,80.2,27.8,25.87,Baixo Carboidrato,Cardio,4,Avançado
Feminino,38,57.4,15.7,15.25,Balanceada,Força,4,Iniciante
Masculino,27,108.2,34.2,33.77,Cetogênica,Cardio,3,Intermediário
Feminino,42,63.7,20.4,20.33,Balanceada,Yoga,3,Intermediário
Masculino,39,68.9,28.0,25.61,Balanceada,HIIT,2,Intermediário
Masculino,51,66.6,25.6,26.7,Vegana,Cardio,2,Iniciante
Masculino,28,87.0,26.4,25.15,Cetogênica,Yoga,3,Avançado
Masculino,18,67.2,30.5,25.94,Balanceada,Cardio,3,Iniciante
Masculino,59,126.8,35.0,44.39,Vegetariana,HIIT,3,Iniciante
Masculino,39,70.0,29.5,29.14,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,55,86.9,23.3,24.6,Vegetariana,HIIT,4,Iniciante
Feminino,32,64.4,28.8,24.26,Cetogênica,Cardio,5,Intermediário
Masculino,36,69.7,26.2,25.59,Balanceada,Yoga,3,Iniciante
Feminino,44,77.6,29.0,24.2,Balanceada,HIIT,2,Iniciante
Feminino,33,54.1,25.6,19.63,Balanceada,HIIT,2,Iniciante
Masculino,53,116.8,35.0,44.52,Baixo Carboidrato,Cardio,4,Intermediário
Feminino,34,78.4,29.6,29.15,Balanceada,HIIT,3,Intermediário
Masculino,20,80.7,25.5,22.36,Balanceada,Yoga,3,Avançado
Feminino,36,56.4,20.8,14.83,Balanceada,Yoga,3,Intermediário
Feminino,46,60.9,21.4,19.65,Vegetariana,Yoga,4,Intermediário
Feminino,35,85.8,24.4,25.07,Baixo Carboidrato,Yoga,5,Intermediário
