genero,idade,peso,percentual_de_gordura,imc,classificacao_imc,tipo_de_dieta,tipo_de_treino,frequencia_de_treino_semanal,nivel_de_experiencia
Masculino,50,56.6,22.2,15.51,Abaixo do Peso,Cetogênica,Força,4,Iniciante
Masculino,35,103.5,30.7,27.49,Sobrepeso,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,42,42.7,16.3,14.1,Abaixo do Peso,Cetogênica,Cardio,2,Iniciante
Feminino,50,86.8,35.0,32.67,Obesidade Grau I,Paleolítica,Força,4,Avançado
Masculino,36,54.0,24.5,21.9,Peso Normal,Paleolítica,Yoga,3,Iniciante
Masculino,25,81.9,28.6,31.61,Obesidade Grau I,Cetogênica,Yoga,4,Avançado
Masculino,18,67.9,21.8,20.96,Peso Normal,Balanceada,Força,3,Intermediário
Feminino,28,107.9,33.6,33.68,Obesidade Grau I,Cetogênica,Força,4,Iniciante
Feminino,31,54.3,20.5,17.52,Abaixo do Peso,Paleolítica,Yoga,4,Iniciante
Masculino,36,69.3,31.8,30.81,Obesidade Grau I,Paleolítica,Yoga,2,Iniciante
Masculino,58,90.3,30.3,30.51,Obesidade Grau I,Vegana,Yoga,1,Iniciante
Masculino,27,108.1,34.3,33.75,Obesidade Grau I,Baixo Carboidrato,Força,4,Intermediário
Masculino,55,129.4,31.0,34.02,Obesidade Grau I,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,31,48.1,20.6,17.66,Abaixo do Peso,Paleolítica,HIIT,2,Iniciante
Masculino,37,75.0,21.1,22.66,Peso Normal,Balanceada,Cardio,4,Intermediário
Masculino,45,56.9,27.0,22.23,Peso Normal,Paleolítica,Yoga,3,Iniciante
Feminino,29,55.5,24.8,21.4,Peso Normal,Paleolítica,Força,3,Iniciante
Masculino,30,86.1,28.7,27.49,Sobrepeso,Vegana,Força,3,Intermediário
Masculino,23,80.9,26.1,25.24,Sobrepeso,Cetogênica,Força,3,Intermediário
Masculino,42,58.2,27.1,23.6,Peso Normal,Balanceada,Cardio,4,Intermediário
Masculino,58,88.2,28.5,28.49,Sobrepeso,Vegana,Cardio,2,Intermediário
Masculino,55,76.8,28.8,25.67,Sobrepeso,Vegetariana,Cardio,3,Iniciante
Masculino,56,45.4,22.0,14.65,Abaixo do Peso,Paleolítica,HIIT,2,Intermediário
Masculino,56,76.4,23.4,22.07,Peso Normal,Vegana,Força,3,Intermediário
Feminino,20,86.3,23.1,23.42,Peso Normal,Cetogênica,Cardio,5,Intermediário
Feminino,37,55.2,21.4,22.41,Peso Normal,Baixo Carboidrato,Força,1,Iniciante
Masculino,47,39.8,16.6,12.86,Abaixo do Peso,Vegetariana,HIIT,2,Iniciante
Masculino,20,59.6,23.3,20.62,Peso Normal,Vegetariana,Yoga,5,Intermediário
Feminino,51,57.4,20.8,18.31,Abaixo do Peso,Vegetariana,Cardio,4,Iniciante
Feminino,37,73.8,29.1,25.85,Sobrepeso,Paleolítica,Força,2,Iniciante
Masculino,53,70.4,29.3,28.55,Sobrepeso,Cetogênica,Yoga,2,Iniciante
Masculino,35,69.8,32.6,25.64,Sobrepeso,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,27,68.9,26.5,27.61,Sobrepeso,Paleolítica,Força,3,Intermediário
Masculino,23,44.0,21.8,16.55,Abaixo do Peso,Cetogênica,HIIT,1,Iniciante
Masculino,33,88.3,33.2,32.83,Obesidade Grau I,Paleolítica,Yoga,3,Avançado
Masculino,42,107.9,35.0,36.05,Obesidade Grau II,Baixo Carboidrato,Yoga,1,Iniciante
Masculino,39,55.2,25.8,21.57,Peso Normal,Baixo Carboidrato,Força,2,Iniciante
Masculino,20,101.2,29.0,26.62,Sobrepeso,Paleolítica,Força,2,Iniciante
Feminino,20,74.9,19.3,20.12,Peso Normal,Balanceada,Yoga,3,Intermediário
Masculino,30,42.8,16.7,13.83,Abaixo do Peso,Cetogênica,Cardio,3,Iniciante
Feminino,18,57.3,22.7,18.71,Peso Normal,Paleolítica,Yoga,3,Intermediário
Feminino,51,65.9,27.9,28.53,Sobrepeso,Vegana,Yoga,4,Intermediário
Feminino,55,128.9,35.0,40.67,Obesidade Grau III,Balanceada,Força,1,Iniciante
Masculino,55,126.0,35.0,38.9,Obesidade Grau II,Paleolítica,Força,4,Intermediário
Masculino,53,49.9,24.4,19.25,Peso Normal,Cetogênica,HIIT,2,Iniciante
Masculino,50,100.9,31.8,36.16,Obesidade Grau II,Vegana,Yoga,2,Iniciante
Feminino,53,45.1,17.7,14.09,Abaixo do Peso,Balanceada,Yoga,2,Intermediário
Masculino,33,67.9,25.6,24.04,Peso Normal,Vegetariana,Cardio,1,Iniciante
Masculino,56,118.1,33.5,32.72,Obesidade Grau I,Vegana,HIIT,2,Iniciante
Masculino,44,65.1,25.9,20.1,Peso Normal,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,41,67.0,23.8,21.39,Peso Normal,Paleolítica,HIIT,2,Intermediário
Masculino,23,68.1,27.8,26.27,Sobrepeso,Paleolítica,Cardio,2,Iniciante
Feminino,52,105.4,35.0,40.18,Obesidade Grau III,Baixo Carboidrato,Yoga,3,Iniciante
Masculino,53,64.4,25.9,27.53,Sobrepeso,Balanceada,Força,4,Avançado
Feminino,39,68.6,24.9,25.5,Sobrepeso,Vegana,Força,2,Iniciante
Masculino,42,65.1,23.5,23.62,Peso Normal,Paleolítica,Força,4,Intermediário
Masculino,57,74.8,25.5,26.83,Sobrepeso,Vegana,Força,4,Intermediário
Masculino,28,76.3,27.0,23.54,Peso Normal,Vegetariana,Yoga,4,Iniciante
Masculino,58,123.4,33.3,34.9,Obesidade Grau I,Baixo Carboidrato,HIIT,3,Iniciante
Masculino,40,88.5,29.0,25.31,Sobrepeso,Vegetariana,HIIT,4,Intermediário
Masculino,32,65.4,18.9,22.35,Peso Normal,Cetogênica,Força,4,Intermediário
Feminino,46,56.0,20.4,17.88,Abaixo do Peso,Baixo Carboidrato,HIIT,3,Intermediário
Feminino,18,114.6,30.2,29.52,Sobrepeso,Balanceada,Força,2,Iniciante
Feminino,44,48.0,19.1,17.84,Abaixo do Peso,Vegetariana,HIIT,4,Iniciante
Feminino,19,76.2,25.5,25.47,Sobrepeso,Vegana,Yoga,3,Intermediário
Masculino,51,77.4,34.8,31.02,Obesidade Grau I,Vegana,Força,2,Iniciante
Masculino,25,63.6,26.2,22.28,Peso Normal,Paleolítica,HIIT,2,Iniciante
Masculino,56,67.4,29.3,26.98,Sobrepeso,Vegetariana,HIIT,1,Iniciante
Masculino,44,72.0,29.3,25.51,Sobrepeso,Baixo Carboidrato,Força,3,Iniciante
Feminino,55,62.6,22.1,21.67,Peso Normal,Balanceada,Cardio,3,Iniciante
Feminino,18,86.4,27.9,25.53,Sobrepeso,Balanceada,Cardio,4,Intermediário
Feminino,22,47.5,20.0,18.54,Peso Normal,Paleolítica,Força,3,Iniciante
Feminino,40,64.4,26.5,26.12,Sobrepeso,Vegetariana,Força,4,Iniciante
Masculino,43,41.4,22.6,15.21,Abaixo do Peso,Paleolítica,HIIT,3,Intermediário
Masculino,32,75.0,27.0,24.22,Peso Normal,Vegetariana,Força,4,Intermediário
Feminino,22,115.1,35.0,44.96,Obesidade Grau III,Vegetariana,Yoga,4,Intermediário
Masculino,33,59.1,23.9,22.53,Peso Normal,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,42,55.6,23.4,18.57,Peso Normal,Balanceada,Cardio,5,Avançado
Masculino,18,126.5,35.0,45.35,Obesidade Grau III,Vegetariana,Força,2,Intermediário
Masculino,21,64.1,28.9,27.02,Sobrepeso,Balanceada,Yoga,4,Iniciante
Masculino,59,121.5,35.0,34.01,Obesidade Grau I,Vegetariana,Força,3,Iniciante
Feminino,42,46.4,18.1,17.45,Abaixo do Peso,Baixo Carboidrato,Força,2,Iniciante
Masculino,21,110.2,31.3,29.88,Sobrepeso,Vegana,Força,2,Intermediário
Feminino,51,47.8,17.2,15.25,Abaixo do Peso,Cetogênica,HIIT,2,Iniciante
Feminino,20,124.4,35.0,37.55,Obesidade Grau II,Vegana,Força,3,Intermediário
Feminino,18,71.7,19.4,19.06,Peso Normal,Cetogênica,Yoga,3,Iniciante
Masculino,28,55.9,24.7,24.83,Peso Normal,Paleolítica,Força,5,Intermediário
Masculino,18,69.2,27.8,27.04,Sobrepeso,Balanceada,HIIT,3,Iniciante
Feminino,46,62.5,26.0,24.13,Peso Normal,Cetogênica,Força,4,Intermediário
Feminino,57,112.2,35.0,43.3,Obesidade Grau III,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,18,61.6,19.1,18.0,Abaixo do Peso,Cetogênica,HIIT,2,Iniciante
Masculino,52,78.5,30.8,28.82,Sobrepeso,Balanceada,HIIT,2,Iniciante
Masculino,45,108.6,35.0,40.4,Obesidade Grau III,Vegana,Cardio,2,Iniciante
Feminino,45,94.6,30.7,28.56,Sobrepeso,Paleolítica,Yoga,2,Iniciante
Masculino,18,67.2,26.9,27.27,Sobrepeso,Baixo Carboidrato,HIIT,2,Intermediário
Feminino,57,84.0,29.6,30.85,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Avançado
Masculino,20,64.8,24.4,20.44,Peso Normal,Balanceada,Cardio,3,Avançado
Feminino,50,64.3,21.0,20.08,Peso Normal,Cetogênica,Yoga,4,Intermediário
Masculino,28,129.0,35.0,37.69,Obesidade Grau II,Paleolítica,HIIT,3,Intermediário
Masculino,22,115.0,35.0,44.9,Obesidade Grau III,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,31,49.2,22.0,18.75,Peso Normal,Vegana,Cardio,3,Intermediário
Masculino,51,62.4,25.6,21.61,Peso Normal,Paleolítica,Força,4,Avançado
Masculino,21,71.1,21.8,19.08,Peso Normal,Vegetariana,Yoga,4,Intermediário
Masculino,46,39.9,15.9,12.87,Abaixo do Peso,Cetogênica,HIIT,3,Iniciante
Masculino,37,57.9,29.8,23.78,Peso Normal,Baixo Carboidrato,Cardio,5,Intermediário
Masculino,21,51.4,21.9,17.58,Abaixo do Peso,Cetogênica,Cardio,3,Intermediário
Feminino,21,102.4,28.8,29.93,Obesidade Grau III,Cetogênica,Cardio,3,Intermediário
Masculino,53,56.9,22.7,22.5,Peso Normal,Vegana,Cardio,2,Intermediário
Feminino,47,88.2,25.6,26.06,Sobrepeso,Vegana,Cardio,3,Intermediário
Masculino,35,121.8,33.4,32.7,Obesidade Grau I,Balanceada,HIIT,2,Iniciante
Feminino,24,59.0,25.4,26.24,Sobrepeso,Balanceada,Força,2,Intermediário
Feminino,40,68.7,19.8,17.34,Abaixo do Peso,Baixo Carboidrato,Força,3,Intermediário
Masculino,53,56.4,20.4,18.41,Abaixo do Peso,Vegana,Yoga,4,Avançado
Masculino,42,97.8,30.3,26.81,Sobrepeso,Cetogênica,HIIT,3,Intermediário
Feminino,22,102.8,28.9,30.36,Obesidade Grau I,Cetogênica,Cardio,2,Intermediário
Feminino,40,93.4,32.9,35.58,Obesidade Grau II,Balanceada,Cardio,4,Intermediário
Feminino,20,64.2,20.9,20.28,Peso Normal,Cetogênica,Força,3,Avançado
Masculino,21,73.2,23.4,19.66,Peso Normal,Vegana,Yoga,2,Intermediário
Feminino,36,122.7,35.0,42.96,Obesidade Grau III,Vegana,Yoga,3,Intermediário
Masculino,26,106.4,30.3,30.74,Obesidade Grau I,Cetogênica,Força,1,Iniciante
Masculino,30,57.7,25.6,23.69,Peso Normal,Cetogênica,Força,4,Avançado
Masculino,25,44.6,20.0,17.43,Abaixo do Peso,Cetogênica,Força,3,Iniciante
Feminino,19,86.0,24.4,23.32,Peso Normal,Baixo Carboidrato,HIIT,4,Avançado
Masculino,55,87.0,28.7,27.78,Sobrepeso,Paleolítica,HIIT,3,Intermediário
Feminino,29,58.5,23.1,22.56,Peso Normal,Cetogênica,HIIT,3,Intermediário
Masculino,59,61.2,21.4,20.46,Peso Normal,Cetogênica,HIIT,3,Intermediário
Masculino,58,54.0,16.8,17.63,Abaixo do Peso,Baixo Carboidrato,HIIT,4,Intermediário
Feminino,34,53.7,25.6,23.25,Peso Normal,Balanceada,Yoga,2,Iniciante
Feminino,58,125.7,35.0,44.02,Obesidade Grau III,Balanceada,HIIT,2,Iniciante
Feminino,49,78.8,29.6,26.63,Sobrepeso,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,47,94.2,33.2,32.58,Obesidade Grau I,Vegetariana,Yoga,2,Intermediário
Masculino,29,81.0,21.6,20.65,Peso Normal,Cetogênica,Cardio,4,Avançado
Feminino,40,61.8,24.4,22.96,Peso Normal,Vegetariana,HIIT,4,Avançado
Feminino,41,82.3,28.9,25.69,Sobrepeso,Cetogênica,Cardio,3,Intermediário
Feminino,42,57.1,24.2,20.47,Peso Normal,Paleolítica,HIIT,5,Avançado
Feminino,40,62.8,25.4,24.25,Peso Normal,Paleolítica,Yoga,2,Intermediário
Masculino,44,77.9,27.5,24.31,Peso Normal,Paleolítica,HIIT,2,Iniciante
Masculino,38,61.3,25.5,25.84,Sobrepeso,Balanceada,Cardio,3,Intermediário
Feminino,23,59.7,20.7,19.28,Peso Normal,Paleolítica,Força,2,Iniciante
Masculino,52,105.2,35.0,40.09,Obesidade Grau III,Baixo Carboidrato,HIIT,2,Iniciante
Feminino,19,82.4,26.4,21.44,Peso Normal,Vegana,Yoga,5,Avançado
Masculino,24,64.0,22.5,22.66,Peso Normal,Balanceada,Força,2,Iniciante
Masculino,50,95.5,35.0,36.85,Obesidade Grau II,Vegetariana,Yoga,4,Iniciante
Masculino,29,52.1,20.0,17.2,Abaixo do Peso,Paleolítica,Yoga,2,Intermediário
Feminino,58,62.6,22.1,19.74,Peso Normal,Vegana,Força,4,Avançado
Feminino,45,41.2,16.7,16.51,Abaixo do Peso,Paleolítica,Cardio,1,Iniciante
Masculino,54,125.9,34.6,33.46,Obesidade Grau I,Vegana,Cardio,2,Iniciante
Feminino,57,46.1,20.6,14.89,Abaixo do Peso,Vegana,Força,3,Iniciante
Masculino,52,73.6,29.2,30.62,Obesidade Grau I,Cetogênica,Cardio,3,Iniciante
Feminino,40,63.3,24.6,24.12,Peso Normal,Cetogênica,Yoga,2,Iniciante
Masculino,28,58.7,16.3,14.68,Abaixo do Peso,Paleolítica,HIIT,4,Intermediário
Masculino,24,39.6,19.2,14.74,Abaixo do Peso,Vegana,Força,2,Iniciante
Masculino,53,48.2,24.2,18.81,Peso Normal,Vegana,Força,3,Intermediário
Masculino,32,67.9,19.8,18.42,Abaixo do Peso,Baixo Carboidrato,Força,2,Iniciante
Masculino,22,71.9,26.7,27.4,Sobrepeso,Cetogênica,Força,3,Iniciante
Feminino,37,84.1,30.8,27.78,Sobrepeso,Paleolítica,Yoga,5,Avançado
Feminino,26,107.3,31.9,33.13,Obesidade Grau I,Vegana,Yoga,4,Iniciante
Feminino,56,96.5,28.1,27.89,Sobrepeso,Paleolítica,Cardio,3,Iniciante
Feminino,23,41.1,17.2,13.42,Abaixo do Peso,Vegana,Cardio,2,Iniciante
Feminino,44,60.5,22.7,22.22,Peso Normal,Balanceada,Cardio,3,Iniciante
Feminino,52,63.8,25.6,24.3,Peso Normal,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,44,66.0,27.7,23.38,Peso Normal,Baixo Carboidrato,HIIT,2,Iniciante
Masculino,23,54.4,22.1,17.97,Abaixo do Peso,Vegana,HIIT,3,Iniciante
Masculino,21,55.2,24.8,17.41,Abaixo do Peso,Balanceada,Força,2,Iniciante
Feminino,54,64.7,25.8,27.27,Sobrepeso,Paleolítica,Cardio,3,Intermediário
Masculino,38,59.6,25.4,20.15,Peso Normal,Paleolítica,Cardio,3,Intermediário
Feminino,45,59.3,29.1,25.99,Sobrepeso,Vegana,HIIT,3,Intermediário
Masculino,32,107.8,34.7,33.27,Obesidade Grau I,Vegana,Yoga,3,Iniciante
Feminino,39,63.9,25.7,24.96,Obesidade Grau III,Baixo Carboidrato,HIIT,2,Intermediário
Masculino,41,120.7,35.0,43.26,Obesidade Grau III,Paleolítica,Força,2,Iniciante
Feminino,51,85.6,24.5,26.43,Sobrepeso,Vegetariana,Cardio,5,Avançado
Feminino,47,71.3,26.6,26.52,Sobrepeso,Paleolítica,HIIT,4,Intermediário
Feminino,45,51.2,20.0,18.8,Peso Normal,Vegetariana,Força,1,Iniciante
Masculino,43,60.5,25.0,22.23,Peso Normal,Balanceada,HIIT,3,Intermediário
Feminino,18,50.6,22.2,21.59,Peso Normal,Vegana,HIIT,3,Intermediário
Feminino,37,103.2,28.7,28.88,Sobrepeso,Vegana,Cardio,2,Iniciante
Masculino,41,71.9,22.2,21.48,Peso Normal,Vegetariana,HIIT,3,Iniciante
Feminino,30,92.0,25.8,23.22,Peso Normal,Paleolítica,Yoga,3,Intermediário
Feminino,30,49.1,22.5,21.52,Peso Normal,Cetogênica,Cardio,2,Iniciante
Masculino,20,82.3,22.7,20.79,Peso Normal,Cetogênica,HIIT,4,Avançado
Masculino,19,89.1,28.8,28.45,Sobrepeso,Balanceada,HIIT,4,Intermediário
Feminino,43,68.6,34.7,29.67,Sobrepeso,Baixo Carboidrato,HIIT,4,Intermediário
Masculino,47,98.7,30.7,27.35,Sobrepeso,Balanceada,Força,3,Iniciante
Masculino,18,63.3,26.2,23.82,Peso Normal,Baixo Carboidrato,Yoga,2,Iniciante
Masculino,56,75.7,28.4,27.16,Sobrepeso,Balanceada,HIIT,2,Intermediário
Feminino,38,82.1,27.8,28.08,Sobrepeso,Vegana,Cardio,4,Avançado
Masculino,50,74.0,34.9,30.8,Obesidade Grau I,Cetogênica,Cardio,2,Iniciante
Feminino,38,61.0,21.5,19.47,Peso Normal,Balanceada,Cardio,3,Iniciante
Feminino,43,68.8,33.3,29.8,Sobrepeso,Balanceada,Yoga,4,Intermediário
Masculino,32,45.3,25.0,20.15,Peso Normal,Vegana,Força,3,Iniciante
Feminino,45,73.6,24.4,24.3,Peso Normal,Balanceada,Yoga,4,Intermediário
Masculino,27,128.5,35.0,37.15,Obesidade Grau II,Vegana,Yoga,4,Intermediário
Feminino,23,78.8,29.9,26.33,Sobrepeso,Balanceada,HIIT,4,Iniciante
Masculino,50,69.9,19.0,18.2,Abaixo do Peso,Baixo Carboidrato,Cardio,3,Iniciante
Feminino,40,83.1,25.9,30.16,Obesidade Grau I,Vegana,Cardio,4,Intermediário
Masculino,20,51.0,20.0,17.44,Abaixo do Peso,Baixo Carboidrato,Cardio,2,Intermediário
Feminino,19,128.7,33.8,34.56,Obesidade Grau I,Vegana,Força,4,Iniciante
Feminino,52,84.2,26.9,27.2,Sobrepeso,Paleolítica,HIIT,5,Intermediário
Feminino,20,74.1,21.8,19.9,Peso Normal,Cetogênica,Força,2,Intermediário
Feminino,31,68.5,22.3,18.57,Peso Normal,Baixo Carboidrato,Cardio,2,Iniciante
Masculino,42,55.0,21.7,18.38,Abaixo do Peso,Baixo Carboidrato,HIIT,5,Avançado
Masculino,30,61.0,26.3,25.4,Sobrepeso,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,29,88.5,25.0,24.78,Peso Normal,Baixo Carboidrato,Cardio,5,Intermediário
Feminino,19,81.8,21.9,21.29,Peso Normal,Baixo Carboidrato,Cardio,4,Avançado
Feminino,27,63.3,28.8,27.39,Sobrepeso,Cetogênica,Yoga,3,Iniciante
Masculino,50,52.4,17.7,15.46,Abaixo do Peso,Cetogênica,Força,4,Intermediário
Masculino,22,121.2,33.6,35.41,Obesidade Grau II,Balanceada,Força,2,Iniciante
Masculino,21,125.2,35.0,45.44,Obesidade Grau III,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,49,84.4,28.5,29.9,Sobrepeso,Cetogênica,HIIT,3,Avançado
Masculino,36,75.5,23.6,24.1,Peso Normal,Paleolítica,Yoga,3,Iniciante
Feminino,19,95.0,27.8,27.77,Sobrepeso,Baixo Carboidrato,Yoga,3,Intermediário
Masculino,51,79.3,29.2,31.35,Obesidade Grau I,Vegetariana,Cardio,2,Iniciante
Masculino,40,63.7,25.4,24.27,Peso Normal,Cetogênica,Força,2,Iniciante
Feminino,50,56.8,24.5,22.48,Peso Normal,Balanceada,Cardio,2,Iniciante
Masculino,58,109.8,30.4,30.08,Obesidade Grau I,Balanceada,Yoga,3,Intermediário
Feminino,26,85.7,32.1,30.35,Obesidade Grau I,Paleolítica,Yoga,5,Intermediário
Feminino,32,45.9,24.3,20.4,Peso Normal,Cetogênica,HIIT,2,Iniciante
Feminino,48,83.5,30.8,23.87,Peso Normal,Cetogênica,Cardio,3,Iniciante
Masculino,43,48.6,26.8,18.75,Peso Normal,Vegana,Força,2,Iniciante
Masculino,32,65.3,22.4,22.32,Peso Normal,Baixo Carboidrato,HIIT,4,Iniciante
Masculino,42,102.7,35.0,34.71,Obesidade Grau I,Cetogênica,Força,1,Iniciante
Feminino,24,53.4,19.6,18.48,Abaixo do Peso,Cetogênica,Força,3,Iniciante
Feminino,42,63.7,24.4,20.34,Peso Normal,Balanceada,Cardio,2,Intermediário
Feminino,57,96.1,25.8,27.78,Sobrepeso,Vegetariana,Força,2,Intermediário
Feminino,58,65.8,27.7,24.78,Peso Normal,Cetogênica,HIIT,3,Iniciante
Masculino,59,88.6,30.5,29.94,Obesidade Grau III,Balanceada,Força,3,Iniciante
Feminino,27,58.2,24.9,18.15,Abaixo do Peso,Balanceada,Yoga,2,Iniciante
Feminino,55,75.6,28.7,25.84,Sobrepeso,Vegetariana,Força,4,Iniciante
Masculino,27,71.2,23.3,18.34,Abaixo do Peso,Balanceada,Força,2,Iniciante
Feminino,20,95.9,31.8,32.42,Obesidade Grau I,Cetogênica,HIIT,3,Iniciante
Masculino,39,63.3,26.4,27.04,Sobrepeso,Vegana,Força,5,Avançado
Feminino,53,56.1,21.9,23.36,Peso Normal,Cetogênica,HIIT,4,Intermediário
Masculino,54,78.7,28.9,30.73,Obesidade Grau I,Cetogênica,HIIT,4,Iniciante
Feminino,43,82.4,23.6,24.07,Peso Normal,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,57,45.6,18.7,14.7,Abaixo do Peso,Vegetariana,Yoga,3,Intermediário
Feminino,44,57.8,26.4,20.0,Peso Normal,Vegetariana,Força,2,Iniciante
Feminino,57,83.7,30.1,30.75,Obesidade Grau I,Baixo Carboidrato,Yoga,4,Intermediário
Masculino,18,49.0,22.2,17.17,Abaixo do Peso,Paleolítica,Força,2,Iniciante
Masculino,40,87.6,28.2,25.04,Sobrepeso,Vegana,Cardio,4,Intermediário
Masculino,58,65.9,28.7,28.51,Sobrepeso,Baixo Carboidrato,Cardio,3,Intermediário
Masculino,23,56.8,27.1,23.64,Peso Normal,Vegana,Cardio,3,Intermediário
Feminino,26,63.9,30.1,27.64,Sobrepeso,Balanceada,Yoga,3,Iniciante
Masculino,22,83.2,27.4,25.69,Sobrepeso,Baixo Carboidrato,Yoga,3,Iniciante
Feminino,21,76.4,31.1,28.06,Sobrepeso,Vegetariana,HIIT,3,Intermediário
Feminino,32,97.7,21.8,25.44,Sobrepeso,Vegetariana,HIIT,3,Iniciante
Feminino,37,53.4,18.1,18.27,Abaixo do Peso,Vegetariana,HIIT,4,Intermediário
Masculino,24,50.9,21.5,18.26,Abaixo do Peso,Vegetariana,Força,3,Iniciante
Feminino,29,88.4,27.9,24.76,Peso Normal,Vegetariana,Força,4,Intermediário
Masculino,36,58.9,22.1,18.58,Peso Normal,Vegetariana,Cardio,2,Iniciante
Masculino,35,90.1,35.0,33.1,Obesidade Grau I,Vegetariana,Força,4,Intermediário
Masculino,20,82.2,22.0,20.54,Peso Normal,Vegana,Yoga,5,Avançado
Feminino,41,58.2,24.1,20.85,Peso Normal,Vegetariana,HIIT,2,Iniciante
Masculino,25,65.0,28.2,28.88,Sobrepeso,Baixo Carboidrato,Força,4,Avançado
Feminino,58,49.2,22.4,17.64,Abaixo do Peso,Vegetariana,Força,4,Intermediário
Masculino,47,73.4,30.9,29.05,Sobrepeso,Balanceada,HIIT,3,Intermediário
Feminino,25,104.6,28.6,29.6,Sobrepeso,Vegetariana,Cardio,3,Intermediário
Feminino,40,72.2,18.7,18.8,Peso Normal,Baixo Carboidrato,Força,2,Iniciante
Feminino,20,101.3,27.3,29.92,Obesidade Grau III,Vegetariana,Yoga,2,Iniciante
Masculino,34,124.5,35.0,46.85,Obesidade Grau III,Vegetariana,Cardio,2,Iniciante
Feminino,29,68.4,21.7,22.33,Peso Normal,Vegana,Força,2,Iniciante
Masculino,36,109.7,35.0,41.8,Obesidade Grau III,Cetogênica,HIIT,3,Iniciante
Masculino,30,90.0,33.9,32.66,Obesidade Grau I,Baixo Carboidrato,Yoga,3,Intermediário
Feminino,29,113.4,30.9,31.09,Obesidade Grau I,Baixo Carboidrato,Cardio,3,Iniciante
Masculino,32,58.6,22.1,21.27,Peso Normal,Cetogênica,Yoga,1,Iniciante
Feminino,20,75.6,24.1,23.88,Peso Normal,Vegetariana,Yoga,4,Intermediário
Masculino,40,106.1,35.0,38.98,Obesidade Grau II,Vegetariana,Yoga,3,Intermediário
Feminino,42,82.8,24.4,24.18,Peso Normal,Baixo Carboidrato,Força,4,Iniciante
Masculino,57,60.8,25.1,26.33,Sobrepeso,Vegetariana,Cardio,3,Iniciante
Masculino,41,66.5,21.6,21.96,Peso Normal,Vegana,HIIT,2,Iniciante
Masculino,56,64.4,22.6,22.53,Peso Normal,Vegana,Força,5,Intermediário
Feminino,44,118.9,29.4,31.27,Obesidade Grau I,Vegana,Força,3,Intermediário
Masculino,40,60.9,20.9,17.23,Abaixo do Peso,Vegana,HIIT,3,Intermediário
Masculino,30,76.4,27.0,29.12,Sobrepeso,Baixo Carboidrato,Cardio,4,Intermediário
Masculino,27,79.5,29.6,31.43,Obesidade Grau I,Paleolítica,Yoga,2,Intermediário
Feminino,46,89.4,33.6,26.41,Sobrepeso,Baixo Carboidrato,Força,3,Intermediário
Feminino,41,73.1,27.4,27.86,Sobrepeso,Vegetariana,Yoga,3,Intermediário
Feminino,22,82.8,28.1,25.57,Sobrepeso,Cetogênica,Yoga,2,Iniciante
Masculino,42,65.9,20.7,21.04,Peso Normal,Paleolítica,HIIT,4,Iniciante
Feminino,41,63.5,20.5,20.26,Peso Normal,Vegetariana,Força,2,Iniciante
Masculino,41,86.6,30.7,27.65,Sobrepeso,Baixo Carboidrato,Força,4,Avançado
Masculino,28,128.1,35.0,37.03,Obesidade Grau II,Vegana,Força,3,Intermediário
Masculino,48,45.1,18.7,14.9,Abaixo do Peso,Vegetariana,Cardio,3,Iniciante
Masculino,48,67.5,25.8,26.04,Sobrepeso,Vegetariana,Yoga,1,Iniciante
Feminino,56,96.6,29.1,31.91,Obesidade Grau I,Paleolítica,Cardio,3,Intermediário
Masculino,52,55.5,25.4,23.08,Peso Normal,Vegana,Força,4,Intermediário
Feminino,48,69.3,22.0,22.88,Peso Normal,Baixo Carboidrato,Força,2,Iniciante
Masculino,41,101.1,28.9,30.19,Obesidade Grau I,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,52,56.6,18.4,17.67,Abaixo do Peso,Cetogênica,Cardio,5,Avançado
Feminino,24,66.6,26.3,25.71,Sobrepeso,Baixo Carboidrato,Yoga,2,Iniciante
Feminino,51,46.9,22.2,19.77,Peso Normal,Vegetariana,Cardio,3,Intermediário
Masculino,44,81.9,31.0,31.6,Obesidade Grau I,Balanceada,HIIT,3,Intermediário
Feminino,33,112.1,33.2,32.77,Obesidade Grau I,Vegana,Força,4,Iniciante
Masculino,44,117.5,31.3,30.9,Obesidade Grau I,Balanceada,HIIT,3,Intermediário
Masculino,18,67.2,27.4,27.24,Sobrepeso,Vegana,Cardio,3,Intermediário
Feminino,30,60.0,28.8,24.98,Obesidade Grau III,Cetogênica,Força,2,Iniciante
Masculino,18,83.2,27.8,21.66,Peso Normal,Paleolítica,HIIT,4,Intermediário
